,Semt,Mahalle,Tür,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Wc Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
938,28,101,0,2,2,4,4,34,1,1,0,4,379000
939,8,113,0,6,7,4,21,106,2,2,0,4,699000
940,20,174,0,2,0,4,4,32,1,1,0,4,299000
941,13,257,0,14,7,25,13,3,1,1,1,7,275000
942,26,43,0,4,7,4,2,77,2,1,0,8,260000
943,24,88,0,2,0,3,6,34,1,1,0,4,425000
944,6,0,0,2,4,4,10,39,1,1,0,0,370000
945,24,90,0,2,1,3,21,53,1,1,0,4,428000
946,1,93,0,4,4,5,2,74,2,1,0,4,338000
947,31,125,0,2,2,4,6,39,1,1,0,4,460000
948,32,260,0,2,0,4,4,42,1,3,0,4,499000
949,20,174,0,2,0,4,16,26,1,1,0,4,195000
950,1,47,0,1,7,32,7,109,1,1,1,7,1600000
951,35,105,0,4,7,5,4,61,1,1,0,4,550000
952,6,0,0,2,7,3,2,39,1,1,0,4,550000
953,8,8,0,2,7,6,16,61,2,2,1,4,700000
954,19,244,0,2,0,8,4,34,1,1,0,4,439000
955,13,49,0,2,7,4,21,39,1,1,0,4,340000
956,3,219,0,6,0,3,21,92,2,2,0,4,1200000
957,3,41,0,2,0,3,16,34,1,1,0,4,850000
958,8,70,0,1,0,8,9,30,1,1,0,4,138000
959,13,172,0,4,0,4,6,70,1,2,0,4,214000
960,24,79,0,1,7,10,10,18,1,1,0,7,675000
961,16,141,0,2,2,3,4,44,1,1,0,4,680000
962,3,219,0,4,4,4,4,64,1,1,0,4,490000
963,24,207,0,2,6,3,18,67,2,1,0,4,268000
964,20,125,0,2,0,13,3,66,2,1,1,7,1650000
965,3,220,0,2,4,4,4,49,1,1,0,4,525000
966,13,45,0,4,6,11,12,67,2,1,1,4,655000
967,8,70,0,2,0,3,9,39,2,1,0,8,375000
968,8,70,0,2,7,3,17,39,2,1,0,8,180000
969,8,70,0,4,0,4,4,79,2,2,0,4,479000
970,8,143,0,4,3,7,9,67,2,1,0,4,316000
971,27,7,0,2,0,3,4,33,1,1,0,4,445000
972,27,7,0,4,0,3,4,63,1,1,0,4,545000
973,3,70,0,2,7,2,2,23,1,1,0,4,325000
974,13,120,0,4,3,4,2,67,2,2,0,4,275000
975,13,70,0,4,1,5,4,67,2,1,0,4,250000
976,15,132,0,2,4,4,4,23,1,1,0,4,290000
977,23,106,0,2,0,4,9,39,1,1,0,4,455000
978,15,178,0,2,4,2,2,23,1,1,0,4,390000
979,13,120,0,2,7,6,6,61,1,1,0,4,399000
980,6,1,0,9,0,2,6,98,2,2,0,4,850000
981,19,70,0,2,7,2,18,37,1,1,0,4,244000
982,6,1,0,4,0,2,2,61,1,2,0,4,650000
983,6,1,0,2,0,2,18,34,1,2,0,4,420000
984,32,299,0,4,2,9,12,61,1,1,0,4,675000
985,32,189,0,2,0,9,4,38,2,1,0,7,725000
986,16,265,0,2,7,3,0,34,1,1,0,4,400000
987,0,139,0,2,5,2,18,26,1,2,0,4,330000
988,8,70,0,2,1,5,10,53,1,1,0,4,189000
989,3,70,0,7,4,5,11,103,2,1,0,4,350000
990,17,164,0,2,7,3,6,30,1,1,0,4,579000
991,3,219,0,2,4,4,15,64,1,2,0,4,410000
992,13,206,0,2,3,4,6,34,1,1,0,4,357500
993,21,224,0,2,0,2,2,53,2,1,0,4,700000
994,22,20,0,6,2,3,9,81,2,1,0,4,1000000
995,20,114,0,4,7,3,6,92,2,1,0,4,1100000
996,33,41,0,4,2,3,4,64,1,1,0,8,885000
997,22,282,0,2,5,4,6,34,1,1,0,4,915000
998,17,164,0,4,4,4,4,53,1,1,0,4,600000
999,13,70,0,1,0,10,10,30,1,1,0,4,250000
1000,35,98,0,2,4,4,16,23,1,1,0,4,580000
1001,13,267,0,4,5,16,14,88,2,1,0,7,1080000
1002,13,267,0,2,7,15,3,45,1,1,0,7,700000
1003,13,267,0,2,6,15,3,45,1,1,0,8,710000
1004,16,212,0,4,4,4,4,61,1,1,0,4,435000
1005,22,52,0,4,7,4,9,61,2,1,0,4,910000
1006,32,33,0,2,4,3,9,39,1,1,0,4,415000
1007,8,245,0,1,3,4,9,30,1,1,0,4,146000
1008,19,240,0,2,4,3,2,34,1,2,0,4,234000
1009,2,69,0,2,1,4,2,53,1,1,0,4,175000
1010,3,219,0,4,5,4,2,61,2,2,0,4,895000
1011,7,55,0,1,0,12,3,24,1,1,0,7,1000000
1012,8,8,0,4,7,4,4,93,1,1,0,4,849000
1013,23,230,0,3,7,1,19,81,2,1,0,4,655000
1014,13,289,0,0,6,5,6,23,1,1,0,4,135000
1015,22,99,0,4,6,3,16,44,1,1,0,4,350000
1016,3,219,0,2,4,4,6,34,1,1,0,4,440000
1017,13,170,0,1,7,4,16,18,1,1,0,4,210000
1018,2,188,0,4,1,4,9,67,2,2,0,4,287000
1019,0,25,0,2,0,4,6,41,1,1,0,4,440000
1020,3,41,0,4,4,2,4,44,1,1,0,4,795000
1021,16,265,0,2,4,3,16,34,1,1,0,4,330000
1022,21,66,0,2,0,2,16,34,1,1,0,4,390000
1023,20,125,0,1,0,13,3,21,1,1,1,7,960000
1024,20,125,0,1,0,13,3,23,1,1,0,7,950000
1025,24,197,0,2,0,9,11,46,1,1,0,4,545000
1026,18,173,0,2,4,7,10,30,1,1,0,8,650000
1027,13,257,0,1,7,25,3,14,1,1,1,7,350000
1028,7,144,0,4,6,27,13,74,2,1,0,7,1350000
1029,22,68,0,8,7,5,11,80,2,1,0,4,1270000
1030,19,243,0,2,0,4,4,34,1,1,0,4,550000
1031,27,7,0,4,7,10,10,67,2,1,0,7,1100000
1032,11,90,0,4,4,3,18,38,1,1,0,4,310000
1033,13,294,0,2,5,4,6,30,1,0,0,4,330000
1034,24,197,0,4,3,3,18,74,2,1,0,4,257000
1035,14,83,0,2,6,3,15,79,2,1,0,4,415000
1036,11,70,0,6,4,2,21,83,2,1,0,4,770000
1037,5,264,0,2,0,2,4,44,2,1,0,4,850000
1038,19,109,0,2,4,3,6,53,1,1,0,4,230000
1039,21,29,0,1,7,18,3,29,1,1,0,7,1150000
1040,21,29,0,1,7,27,3,15,1,1,0,8,760000
1041,14,192,0,2,6,2,4,26,1,1,0,4,475000
1042,14,192,0,10,2,3,21,114,4,4,0,4,1300000
1043,17,14,0,2,2,3,16,34,1,2,0,4,460000
1044,24,33,0,4,7,3,6,74,2,1,0,4,515000
1045,19,153,0,4,4,6,6,92,1,1,0,4,1200000
1046,20,225,0,2,4,5,11,25,1,1,0,4,350000
1047,22,158,0,4,4,3,9,74,1,1,0,4,890000
1048,7,55,0,4,2,5,11,74,1,1,0,4,820000
1049,27,10,0,4,2,5,4,67,1,1,0,4,275000
1050,13,257,0,1,7,25,3,23,1,1,1,7,330000
1051,18,205,0,2,4,4,4,34,1,1,0,4,535000
1052,9,122,0,1,6,2,18,14,1,1,0,4,350000
1053,21,33,0,9,7,3,21,106,2,3,0,4,825000
1054,6,95,0,2,2,4,2,59,1,1,0,4,589000
1055,19,199,0,9,0,5,11,107,3,1,0,4,1400000
1056,20,278,0,2,7,3,9,64,2,1,0,4,475000
1057,11,33,0,4,2,3,9,79,1,1,0,4,900000
1058,11,33,0,2,2,3,4,44,1,1,0,4,550000
1059,27,179,0,3,5,3,18,67,1,1,0,4,285000
1060,24,147,0,8,7,3,21,97,2,1,0,6,780000
1061,30,102,0,4,4,4,2,74,1,1,0,4,660000
1062,14,174,0,2,7,4,4,44,1,1,0,4,600000
1063,13,257,0,1,7,24,4,16,1,1,0,7,388000
1064,3,304,0,2,1,4,2,30,1,1,0,4,605000
1065,13,299,0,7,7,5,21,103,2,1,0,4,515000
1066,16,174,0,4,2,2,2,74,1,1,0,4,680000
1067,3,267,0,2,0,3,4,37,1,1,0,4,550000
1068,31,273,0,2,7,5,10,74,1,1,0,4,630000
1069,24,90,0,2,1,3,18,53,1,1,0,4,250000
1070,13,257,0,14,7,24,3,4,1,1,0,7,205000
1071,31,112,0,4,6,4,2,44,1,1,0,4,550000
1072,8,245,0,2,7,2,2,34,1,1,0,4,425000
1073,2,174,0,2,0,4,2,26,1,1,0,4,600000
1074,21,171,0,1,6,3,18,14,1,1,0,4,275000
1075,2,72,0,2,7,4,2,44,1,1,0,4,440000
1076,2,174,0,2,0,4,2,34,1,1,0,4,650000
1077,31,171,0,2,0,3,18,34,1,1,0,4,519000
1078,33,70,0,6,2,3,18,80,2,1,0,4,1100000
1079,27,7,0,2,0,3,2,30,1,1,0,4,420000
1080,24,5,0,2,5,3,4,30,1,1,0,4,390000
1081,8,8,0,4,2,14,13,93,2,1,0,4,1070000
1082,24,175,0,2,5,3,4,34,1,1,0,4,327000
1083,28,83,0,2,7,4,1,53,1,2,0,4,245000
1084,13,45,0,2,0,11,11,61,1,1,0,4,1250000
1085,13,120,0,2,3,4,2,53,1,1,0,4,193000
1086,8,57,0,4,0,6,6,70,1,2,0,4,193000
1087,3,70,0,2,2,3,16,30,1,2,0,4,280000
1088,22,96,0,1,4,3,18,8,1,1,0,4,258000
1089,13,292,0,2,7,4,16,64,1,1,0,4,185000
1090,16,174,0,2,4,2,4,26,1,1,0,4,380000
1091,3,151,0,4,2,3,16,57,1,1,0,4,290000
1092,13,202,0,2,0,5,16,30,1,1,0,4,210000
1093,8,70,0,2,0,3,16,44,1,2,0,4,139000
1094,27,7,0,2,0,5,4,34,1,1,0,4,467000
1095,22,22,0,2,4,3,9,10,1,1,0,4,399000
1096,2,69,0,4,4,5,10,61,1,1,0,4,300000
1097,32,133,0,2,4,2,6,44,1,1,0,4,265000
1098,8,245,0,2,5,5,18,44,1,1,0,4,305000
1099,8,245,0,2,7,4,9,44,1,1,0,4,500000
1100,8,143,0,2,6,3,6,49,1,1,0,0,459000
1101,21,66,0,2,0,3,2,39,1,1,0,4,620000
1102,33,61,0,4,7,4,6,61,1,1,0,4,1000000
1103,28,227,0,2,7,4,2,44,1,1,0,4,415000
1104,8,8,0,4,6,7,11,96,2,1,0,4,1475000
1105,21,66,0,4,6,5,4,77,1,1,0,4,1250000
1106,3,267,0,4,0,5,6,64,1,1,0,4,815000
1107,8,245,0,2,0,3,16,39,1,1,0,4,329999
1108,21,294,0,2,5,2,18,30,1,1,0,4,380000
1109,23,75,0,7,2,2,6,95,2,2,0,4,870000
1110,21,171,0,4,2,5,9,77,1,1,0,4,350000
1111,13,70,0,2,7,17,13,57,1,2,1,4,825000
1112,3,219,0,2,4,4,4,34,1,1,0,4,349000
1113,32,273,0,4,2,3,15,64,1,2,0,4,507000
1114,19,131,0,4,2,4,6,70,1,2,0,4,495000
1115,13,229,0,4,0,4,4,79,1,1,0,4,475000
1116,8,70,0,4,0,3,4,61,1,2,0,4,330000
1117,7,144,0,4,5,4,4,60,2,1,0,7,1150000
1118,8,143,0,2,0,5,6,58,1,2,0,4,369000
1119,19,109,0,4,3,4,10,64,1,1,0,4,699000
1120,8,245,0,4,0,4,6,68,1,2,0,4,216000
1121,8,245,0,2,0,5,4,70,2,2,0,4,400000
1122,23,303,0,4,7,5,10,64,2,2,0,4,545000
1123,13,120,0,2,3,4,2,53,1,1,0,4,193000
1124,8,57,0,4,0,6,6,70,1,2,0,4,193000
1125,3,70,0,2,2,3,16,30,1,2,0,4,280000
1126,22,96,0,1,4,3,18,8,1,1,0,4,258000
1127,13,292,0,2,7,4,16,64,1,1,0,4,185000
1128,16,174,0,2,4,2,4,26,1,1,0,4,380000
1129,3,151,0,4,2,3,16,57,1,1,0,4,290000
1130,13,202,0,2,0,5,16,30,1,1,0,4,210000
1131,8,70,0,2,0,3,16,44,1,2,0,4,139000
1132,27,7,0,2,0,5,4,34,1,1,0,4,467000
1133,22,22,0,2,4,3,9,10,1,1,0,4,399000
1134,2,69,0,4,4,5,10,61,1,1,0,4,300000
1135,32,133,0,2,4,2,6,44,1,1,0,4,265000
1136,8,245,0,2,5,5,18,44,1,1,0,4,305000
1137,8,245,0,2,7,4,9,44,1,1,0,4,500000
1138,8,143,0,2,6,3,6,49,1,1,0,0,459000
1139,21,66,0,2,0,3,2,39,1,1,0,4,620000
1140,33,61,0,4,7,4,6,61,1,1,0,4,1000000
1141,28,227,0,2,7,4,2,44,1,1,0,4,415000
1142,8,8,0,4,6,7,11,96,2,1,0,4,1475000
1143,21,66,0,4,6,5,4,77,1,1,0,4,1250000
1144,3,267,0,4,0,5,6,64,1,1,0,4,815000
1145,8,245,0,2,0,3,16,39,1,1,0,4,329999
1146,21,294,0,2,5,2,18,30,1,1,0,4,380000
1147,35,157,0,1,5,4,2,14,1,1,0,4,425000
1148,33,287,0,2,0,2,4,26,1,1,0,4,550000
1149,33,287,0,6,0,2,6,53,1,1,0,4,700000
1150,17,130,0,6,0,3,9,77,2,2,0,4,1100000
1151,1,294,0,4,2,4,18,57,1,1,0,4,429000
1152,17,130,0,2,0,3,6,18,1,1,0,4,820000
1153,1,300,0,4,7,4,9,67,1,1,0,4,910000
1154,17,130,0,1,0,3,16,5,1,1,0,4,360000
1155,22,158,0,2,4,3,18,44,1,1,0,4,375000
1156,0,25,0,3,7,4,9,70,2,1,0,4,395000
1157,24,253,0,4,0,3,4,77,2,1,0,4,750000
1158,21,95,0,1,4,5,16,14,1,1,0,4,175000
1159,4,269,0,2,3,3,6,26,1,1,0,4,1220000
1160,8,245,0,2,0,3,2,44,1,1,0,4,379999
1161,2,174,0,2,4,3,2,44,1,1,0,4,330000
1162,2,24,0,4,4,4,6,70,1,1,0,4,390000
1163,32,293,0,4,2,6,12,53,1,2,0,4,650000
1164,7,144,0,1,7,2,18,4,1,1,0,7,350000
1165,14,296,0,8,6,4,9,79,2,2,0,4,600000
1166,15,231,0,2,4,4,6,18,1,1,0,4,320000
1167,3,95,0,4,4,5,9,74,1,1,0,4,565000
1168,10,184,0,2,4,4,18,23,1,1,0,4,650000
1169,7,144,0,2,5,7,6,34,2,1,0,7,870000
1170,29,37,0,2,6,4,4,32,1,1,0,4,307000
1171,15,16,0,2,4,3,4,43,2,1,0,4,780000
1172,0,25,0,2,0,4,18,23,1,1,0,4,280000
1173,3,304,0,4,2,4,6,61,1,1,0,4,590000
1174,3,95,0,8,2,3,4,79,2,1,0,4,830000
1175,33,287,0,2,0,2,4,26,1,1,0,4,495000
1176,24,294,0,2,7,3,22,61,1,1,0,4,430000
1177,21,29,0,2,7,14,3,20,1,1,0,7,690000
1178,24,262,0,2,0,4,0,37,1,1,0,4,400000
1179,23,95,0,2,2,4,9,53,1,1,0,4,330000
1180,28,297,0,4,0,4,4,70,2,2,0,4,900000
1181,20,277,0,1,7,4,4,14,1,1,0,4,400000
1182,23,74,0,2,4,4,4,49,1,1,0,4,625000
1183,18,208,0,4,2,9,9,64,1,1,0,4,950000
1184,19,246,0,4,2,4,4,61,1,1,0,4,580000
1185,8,8,0,2,3,8,11,90,2,1,0,4,930000
1186,33,21,0,4,4,7,9,62,1,1,1,8,1150000
1187,23,50,0,2,0,5,6,23,1,1,0,4,750000
1188,35,105,0,4,7,5,4,61,1,1,0,8,550000
1189,13,206,0,4,6,5,18,53,1,2,0,4,395000
1190,11,33,0,8,4,2,19,97,2,2,0,4,1550000
1191,15,178,0,0,4,4,18,0,0,0,0,1,80000
1192,21,70,0,2,4,3,6,44,1,2,0,4,415000
1193,13,11,0,4,7,29,6,92,2,2,0,4,1365000
1194,21,90,0,2,0,13,3,67,1,1,0,4,1150000
1195,2,108,0,7,2,2,6,95,2,2,0,4,1195000
1196,13,70,0,2,0,11,12,64,2,1,0,4,279000
1197,10,73,0,2,4,3,9,34,1,1,0,4,850000
1198,23,127,0,4,2,8,2,77,2,1,0,4,647500
1199,23,127,0,4,2,8,13,77,2,1,0,4,682500
1200,23,127,0,4,2,8,12,77,2,1,0,4,679000
1201,31,70,0,1,6,5,16,14,1,1,0,4,182000
1202,10,73,0,2,4,4,6,49,1,1,0,4,850000
1203,19,244,0,4,0,4,4,64,1,1,0,4,750000
1204,13,202,0,4,7,12,2,79,1,1,0,4,600000
1205,21,29,0,2,7,14,3,20,1,1,0,7,640000
1206,11,239,0,7,6,4,21,118,2,2,0,0,845000
1207,32,78,0,2,1,12,12,49,1,1,0,7,815000
1208,2,69,0,2,7,3,18,30,1,1,0,4,530000
1209,26,251,0,6,3,5,9,81,2,1,0,4,1170000
1210,11,90,0,6,7,4,16,83,2,1,0,4,1375000
1211,27,191,0,2,0,5,18,61,1,1,0,4,370000
1212,3,151,0,4,2,4,9,70,2,2,0,4,550000
1213,2,174,0,4,6,4,9,61,2,2,0,4,970000
1214,33,215,0,1,4,3,2,23,1,1,0,4,400000
1215,19,131,0,2,6,3,4,39,1,1,0,4,443000
1216,32,27,0,2,7,5,10,23,1,1,0,4,580000
1217,32,33,0,2,3,8,9,33,1,1,0,4,849500
1218,32,29,0,2,2,2,2,26,1,1,0,4,580000
1219,8,8,0,4,2,14,4,93,2,1,1,4,939500
1220,8,70,0,2,0,5,16,34,1,1,0,4,255000
1221,8,70,0,2,0,5,18,44,1,2,0,4,243000
1222,18,91,0,2,6,6,2,39,1,1,0,4,1455000
1223,22,35,0,3,6,3,9,67,1,1,0,4,800000
1224,22,52,0,2,4,4,16,34,1,1,0,4,475000
1225,2,69,0,2,1,5,9,53,1,1,0,4,179000
1226,24,262,0,2,3,2,21,53,1,2,0,4,365000
1227,8,143,0,2,6,4,16,49,1,1,0,0,349000
1228,8,70,0,4,3,6,11,67,2,2,0,4,299000
1229,19,153,0,2,4,3,6,57,2,1,0,4,805000
1230,27,191,0,2,1,4,18,44,1,1,0,4,270000
1231,28,3,0,2,2,4,16,39,1,1,0,4,242000
1232,1,294,0,6,7,4,9,79,2,1,0,4,850000
1233,7,144,0,2,6,8,18,52,2,1,0,7,1070000
1234,22,22,0,1,5,3,18,10,1,1,0,4,595000
1235,21,228,0,4,4,2,2,79,1,1,0,4,525000
1236,25,174,0,2,4,3,2,30,1,1,0,4,620000
1237,24,197,0,4,7,8,4,65,2,1,0,7,895000
1238,35,105,0,2,6,3,6,26,1,1,0,4,695000
1239,28,86,0,9,0,4,10,91,1,1,0,4,995000
1240,28,86,0,4,0,4,4,39,2,1,0,4,750000
1241,3,219,0,2,4,4,18,26,1,1,0,4,295000
1242,13,90,0,2,7,4,6,44,1,1,0,4,329000
1243,28,86,0,2,0,4,2,31,1,1,0,4,650000
1244,23,256,0,4,2,9,6,64,1,1,1,4,480000
1245,3,252,0,2,2,3,6,57,1,2,0,4,639000
1246,15,249,0,2,4,4,9,49,1,1,0,0,500000
1247,13,172,0,2,0,5,6,53,1,1,0,4,499000
1248,28,101,0,2,2,4,18,30,1,1,0,4,209000
1249,29,298,0,2,0,4,18,34,1,1,0,4,740000
1250,3,252,0,1,1,12,4,8,1,1,0,7,575000
1251,8,143,0,2,0,6,10,53,1,2,0,4,220000
1252,13,131,0,2,0,5,4,53,1,1,0,4,329000
1253,21,171,0,2,2,3,18,26,2,1,0,4,180000
1254,17,130,0,5,4,4,4,67,1,1,0,5,650000
1255,1,256,0,4,0,6,6,74,2,1,0,4,1550000
1256,16,46,0,4,7,14,2,81,2,1,0,7,1435000
1257,32,233,0,9,2,3,21,113,2,2,0,4,1400000
1258,24,207,0,2,0,4,4,34,1,1,0,4,480000
1259,11,203,0,2,7,5,2,61,2,1,0,4,750000
1260,31,171,0,2,7,3,16,53,2,2,0,4,300000
1261,22,22,0,2,6,4,18,23,1,1,0,4,625000
1262,5,264,0,7,6,2,21,97,2,2,0,4,1400000
1263,35,94,0,4,2,4,6,81,1,1,0,8,1475000
1264,32,33,0,2,4,2,6,44,1,1,0,4,475000
1265,0,126,0,6,7,4,10,77,2,2,0,4,630000
1266,13,190,0,2,6,5,2,53,1,1,0,4,320000
1267,13,120,0,2,0,5,4,39,1,1,0,4,297500
1268,8,70,0,2,0,14,13,53,1,1,0,4,219000
1269,8,245,0,2,0,6,9,53,1,1,0,4,215000
1270,13,282,0,2,7,3,2,34,1,1,0,4,262000
1271,8,48,0,4,4,13,3,74,1,2,0,8,680000
1272,20,278,0,2,4,3,2,34,1,1,0,4,350000
1273,13,214,0,2,7,3,16,39,1,1,0,4,162000
1274,31,227,0,2,7,5,10,41,2,1,0,4,515000
1275,14,284,0,2,3,4,4,34,1,1,0,4,530000
1276,28,3,0,2,0,4,16,30,1,1,0,4,275000
1277,28,3,0,2,6,4,16,34,1,1,0,4,280000
1278,3,220,0,2,0,3,2,45,1,1,0,4,725000
1279,32,189,0,3,7,4,21,61,2,2,0,4,580000
1280,3,220,0,4,4,5,4,67,2,1,0,4,575000
1281,18,155,0,4,4,7,4,64,2,1,0,7,1550000
1282,14,80,0,2,7,4,9,44,1,1,0,4,670000
1283,14,80,0,6,7,2,6,83,2,1,0,4,1000000
1284,3,267,0,2,4,4,2,53,1,1,0,4,420000
1285,32,171,0,2,0,19,6,57,1,1,0,7,850000
1286,2,69,0,2,7,2,16,23,1,1,0,4,340000
1287,24,90,0,6,3,2,15,74,1,1,0,4,550000
1288,32,293,0,7,2,3,9,81,3,1,0,4,850000
1289,14,284,0,2,3,4,4,30,1,1,0,4,430000
1290,32,247,0,2,6,4,18,30,1,1,0,4,540000
1291,19,195,0,1,4,3,18,14,1,1,0,4,185000
