index,İlan Başlığı,Semt,Mahalle,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
526,POİNT'DEN YEŞİLOVA MH.SATILIK ÖN CEPHE 2+1YÜKSEK GİRİŞ DAİRE!, Küçükçekmece, Yeşilova Mahallesi,2+1,2,4,Giriş,90,1,0,KombiDoğalgaz,490000
527,ŞEREF EMLAK KARLITEPE MAH.5+2BUTİK SİTE OTOPARKLI SATILIK DUBLEX, Gaziosmanpaşa, Karlıtepe Mahallesi,5+2,0,5,Çatı Dubleks,200,2,0,MerkeziDoğalgaz,1350000
528, SİMA YAPI'DAN MERKEZİ KONUMDA 3+1 ŞIK VE FERAH SATILIK ARA KAT, Beylikdüzü, Cumhuriyet Mahallesi,2+1,0,4,1. Kat,110,1,0,KombiDoğalgaz,375000
529, HAYGRUP SATIŞOFİSİ HAYPARK SİTESİ 10M2 BALKONLU KOMİSYONSUZ 2+1, Çekmeköy, Taşdelen Mahallesi,2+1,0,13,10-20,105,2,0,KombiDoğalgaz,739000
530, HATUN GAYRİMENKUL ÇAMÇEŞMEDE 2+1 SATILIK SIFIR DAİRE MANZARALI, Pendik, Çamçeşme Mahallesi,2+1,0,8,7. Kat,90,1,0,KombiDoğalgaz,575000
531,Pama'dan Güzel Konumda 1.Sınıf İşçilik Satılık 2+1 Fırsat Daire, Tuzla, Aydınlı Mahallesi,2+1,0,7,6. Kat,95,1,0,Merkezi(PayÖlçer),399000
532, MARİN İNŞAAT'TAN METROBÜSE YAKIN YATIRIM İÇİN BİRE BİR DAİRELER!, Esenyurt, Saadetdere Mahallesi,3+1,1,6,2. Kat,130,2,0,KombiDoğalgaz,192000
533," BAHÇELİEVLER SOĞANLI MAH FULL YAPILI 2+1-3, KAT DAİRE", Bahçelievler, Soğanlı Mahallesi,2+1,4,5,3. Kat,90,1,0,KombiDoğalgaz,685000
534, AKBAYIRLAR'DAN HÜRRİYET'TE İSKANLI EBEVEYNLİ K.OTOPARKLI LÜX 3+2, Kartal, Hürriyet Mahallesi,3+2,0,5,Çatı Dubleks,230,3,0,KombiDoğalgaz,1079000
535,ÇEKMEKÖY ZİN D DIAMOND SİTESİNDE 1+1 60 M2 SATILIK, Çekmeköy, Cumhuriyet Mahallesi,1+1,0,10,7. Kat,60,1,0,Merkezi(PayÖlçer),370000
536,ÇEKMEKÖY ZİN D DIAMOND SİTESİNDE 2+1 78 M2 SATILIK zind diamond, Çekmeköy, Cumhuriyet Mahallesi,2+1,0,10,4. Kat,78,2,0,Merkezi(PayÖlçer),589000
537,KIZ KULESİNE KOMŞU SALACAK'TA 4+1 SIFIR DUBLEX FIRSAT DAİRE, Üsküdar, Salacak Mahallesi,4+1,0,4,4. Kat,225,2,0,KombiDoğalgaz,4250000
538,SUADİYE SAHİLDE SATILIK DENİZ MANZARALI BALKONLU TERASLI 4+1, Kadıköy, Suadiye Mahallesi,4+1,0,15,10-20,200,2,0,KombiDoğalgaz,6000000
539, E/5 ŞE YAKIN SATILIKI DUBLEX , Maltepe, Altayçeşme Mahallesi,4+1,11-20,5,5. Kat,170,2,0,KombiDoğalgaz,1000000
540, HAYGRUP SATIŞOFİSİNDEN HAYPARK SİTESİ KOMİSYONSUZ 3+1 DAİRE, Çekmeköy, Taşdelen Mahallesi,3+1,0,13,2. Kat,130,2,0,KombiDoğalgaz,839000
541," BAHÇELİEVLER SOĞANLI MAH CADDE ÜSTÜ-170,M2-3+1-1,KAT DAİRE", Bahçelievler, Soğanlı Mahallesi,3+1,20,5,1. Kat,190,2,0,KombiDoğalgaz,620000
542, AKBAYIRLAR'DAN HÜRRİYET'TE KATTA TEK İSKANLI ARA KATTA LÜX 2+1, Kartal, Hürriyet Mahallesi,2+1,3,6,2. Kat,100,1,0,KombiDoğalgaz,449000
543, SULTANBEYLİ MİMAR SİNAN MAH. SİTE İÇİ 3+1 ULTRA LÜKS DAİRE, Sultanbeyli, Mimar Sinan Mahallesi,3+1,0,5,1. Kat,111,2,1,KombiDoğalgaz,700000
544,SULTANÇİFLİĞİ MAH'DE CADDEYE YAKIN SATILIK 115M2 3+1 1.KAT, Sultangazi, Sultançiftliği Mahallesi,3+1,0,5,1. Kat,130,4,0,KombiDoğalgaz,750000
545,SULTANÇİFLİĞİ MAH'DE TRAMYAVA CEPHE SATILIK 230M2 6+2 DUBLEX, Sultangazi, Sultançiftliği Mahallesi,6+2,0,5,3. Kat,250,4,0,KombiDoğalgaz,1150000
546,Sahibinden  SAHİBİNDEN KAT MÜLKİYETLİ YENİ BİNADA 2+1 DAİRE, Şişli, Gülbahar Mahallesi,2+1,4,4,3. Kat,80,1,0,KombiDoğalgaz,695000
547, Eyüp Merkez Mh. Silahtarağa Caddesi üzerinde 3+1 SATILIK DAİRE, Eyüpsultan, Merkez Mahallesi,3+1,5-10,5,4. Kat,160,2,0,KombiDoğalgaz,2380000
548,منزل للبيع بشاك شهير في مجمع اغا ؤغلو 3+1, Başakşehir, Ziya Gökalp Mahallesi,3+1,5-10,30,21-29,170,2,0,Merkezi(PayÖlçer),2100000
549, ESKİ HABİBLER MAH.'DE 5+2 169 M2 TOPRAKTAN SATILIK DUBLEKS DAİRE, Sultangazi, Eski Habipler Mahallesi,5+2,0,5,5. Kat,179,1,0,KombiDoğalgaz,995000
550,ESKİHABİBLER MAH.'DE 3+1 85 M2 TOPRAKTAN SATILIK ARA KAT, Sultangazi, Eski Habipler Mahallesi,3+1,0,5,2. Kat,95,2,0,KombiDoğalgaz,750000
551,SARIYER MASHATTAN MANZARALI KELEPİR 3+1 SATILIK DAİRE, Sarıyer, Maslak Mahallesi,3+1,5-10,30,10-20,175,1,0,Merkezi(PayÖlçer),3750000
552,DEMİR İNŞAAT GAYRİMENKULDEN 50.YILDA SATILIK 95M2 BAHÇEKAT, Sultangazi, 50. Yıl Mahallesi,2+1,11-20,5,Bahçe Katı,95,1,0,KombiDoğalgaz,242000
553,PRATİK EMLAK TAN ESENYURT TA SATILIK 2+1 90M2 DAİRE.., Esenyurt, Çınar Mahallesi,2+1,4,6,1. Kat,105,1,0,KombiDoğalgaz,300000
554, BAHÇELİEVLER SOĞANLI MERKEZ CAMİ YANI 2+1 85M2 BAHÇE KATI, Bahçelievler, Soğanlı Mahallesi,2+1,11-20,5,Bahçe Katı,85,1,0,KombiDoğalgaz,250000
555,ŞEREF EMLAK KARLITEPE MAH.BUTİK SİTE OTOPARKLI SATILIK DAİRE, Gaziosmanpaşa, Karlıtepe Mahallesi,2+1,0,5,2. Kat,90,0,0,MerkeziDoğalgaz,585000
556,BAHÇELİEVLER YAYLA YAKINI SATILIK MASRAFSIZ 2+1 DAİRE, Bahçelievler, Siyavuşpaşa Mahallesi,2+1,20,5,Giriş,80,1,0,KombiDoğalgaz,295000
557, MERKEZİ KONUMDA İÇ DEKORLU ASANSÖRLÜ 2+1 SATILIK DAİRE!, Esenyurt, Fatih Mahallesi,2+1,5-10,5,3. Kat,100,1,0,KombiDoğalgaz,329000
558,DEMİR İNŞAATTAN 2+1 LÜX YÜKSEK GİRİŞ SIFIR TAPU MASRAFI YOK!!, Sultangazi, 50. Yıl Mahallesi,2+1,0,1,Giriş,90,1,0,KombiDoğalgaz,460000
559,ESKİ HABİBLER MAH.'DE 2+1 76M2 TOPRAKTAN SATILIK ARA KATLAR, Sultangazi, Eski Habipler Mahallesi,2+1,0,5,1. Kat,86,1,0,KombiDoğalgaz,650000
560,"ESENYURT'TA, BAHÇEŞEHİR'E YAKIN LÜKS DAİRE (VATANDAŞLIĞA UYGUN)", Esenyurt, Ardıçlı Mahallesi,2+1,0,6,2. Kat,133,2,0,Merkezi(PayÖlçer),1300000
561,GOLD EMLAK'TAN EYÜP GÜZELTEPE'DE SIFIR 1+1 SATILIK DAİRE, Eyüpsultan, Güzeltepe Mahallesi,2+1,0,3,Giriş,65,1,0,KombiDoğalgaz,250000
562,YÜZYIL'dan MERKEZE YAKIN 2+1 105m2 MASRAFSIZ ARAKAT DAİRE, Üsküdar, Valide-i Atik Mahallesi,2+1,20,4,2. Kat,120,1,0,KombiDoğalgaz,600000
563,ÜMRANİYE ADEM YAVUZ'DA 2+1 72² SATILIK DAİRE, Ümraniye, Yukarı Dudullu Mahallesi,2+1,0,4,4. Kat,93,1,0,KombiDoğalgaz,620000
564,Yenişehir Koru Sitesi 3+1 Satılık, Pendik, Yenişehir Mahallesi,3+1,11-20,10,3. Kat,125,1,1,KombiDoğalgaz,480000
565,"YENİBOSNA RADAR DA, 15 YILLIK, 2+1, ARAKAT, 115 M2, LÜKS DAİRE", Bahçelievler, Yenibosna Merkez Mahallesi,2+1,11-20,4,3. Kat,115,1,0,KombiDoğalgaz,639000
566, DESTAN-518-FATİH-YEDİKULE-MERHABA DURAĞI ANA CADDEDE-2+1-105M2 , Fatih, Yedikule Mahallesi,2+1,20,5,4. Kat,105,1,0,DoğalgazSobalı,500000
567,NOFT YAPI'DAN SATILIK ÇİFT BALKONLU KOMBİLİ DAİRE FIRSATI, Esenyurt, Mehterçeşme Mahallesi,2+1,0,6,3. Kat,110,1,0,KombiDoğalgaz,499000
568,FATİH VATAN EMNİYET ARKASI SATILIK 4+2 300 M2 DAİRE, Fatih, Hırka-i Şerif Mahallesi,4+2,11-20,5,4. Kat,300,2,0,Merkezi(PayÖlçer),3250000
569,SERAP GAYRİMENKUL SEÇKİNLER İNCİ EVLERİ SATILIK 3+1 DAİRE, Gaziosmanpaşa, Barbaros Hayrettinpaşa Mahallesi,3+1,5-10,15,1. Kat,160,2,0,Merkezi(PayÖlçer),1435000
570, TANTAVİ DE DEPREM YÖNETMENLİĞİNE UYGUN GENİŞ AİLELER İÇİN İDEAL, Ümraniye, Tantavi Mahallesi,5+2,11-20,4,Çatı Dubleks,290,2,0,KombiDoğalgaz,1400000
571,YENİDOGAN SAFA da 2+1 OTOPARKLI ASANSÖRLÜ DAİRE , Sancaktepe, Safa Mahallesi,2+1,0,5,2. Kat,90,1,0,KombiDoğalgaz,480000
572,Butik site içinde iki artı bir lüx manzaralı daire, Büyükçekmece, Pınartepe Mahallesi,2+1,5-10,6,1. Kat,120,2,0,KombiDoğalgaz,750000
573, SATILIK 2+1 ÇEKMEKÖY mehmetakif MAH de , Çekmeköy, Mehmet Akif Mahallesi,2+1,5-10,4,Bahçe Katı,110,2,0,KombiDoğalgaz,300000
574, ALTINTEPE İSKAN 5 YIL GENİŞ 2+1 TERS DUBLK.KAPALI OTOPRK ANKASTR, Maltepe, Altıntepe Mahallesi,2+1,4,5,Giriş,75,1,0,KombiDoğalgaz,625000
575, BAYRAMPAŞA YILDIRIM MAHALLESİNDE SATILIK DUBLEX DAİRE, Bayrampaşa, Yıldırım Mahallesi,4+2,4,3,Çatı Dubleks,200,2,0,KombiDoğalgaz,1400000
576," Şişli Feriköy de , Full Lüx Mobilyalı 3+1 Satılık Daire", Şişli, Feriköy Mahallesi,3+1,11-20,5,3. Kat,160,1,0,MerkeziDoğalgaz,1475000
577,AŞKIN EMLAKTAN HARAÇCIDA 4+1 135m² SATILIK DUBLEX DAİRE , Arnavutköy, Haraççı Mahallesi,4+1,5-10,5,5. Kat,145,2,0,KombiDoğalgaz,630000
578,"Beylikdüzü Satılık Daire 3+1 BÜYÜK, GENİŞ, FERAH, ARAKAT", Esenyurt, Cumhuriyet Mahallesi,3+1,11-20,7,3. Kat,175,2,0,KombiDoğalgaz,550000
579,BAKIRKÖY SAHİLE YAKIN ASANSÖRLÜ 2+1 SIFİR SATILIK DAİRE, Bakırköy, Sakızağacı Mahallesi,2+1,0,4,1. Kat,105,1,0,KombiDoğalgaz,1100000
580,BAKIRKÖY Y MAHMARMARAY İST SAHİLE PAZARA YAKIN  1+1 55m2 KOMBİLİ, Bakırköy, Yenimahalle Mahallesi,1+1,20,4,2. Kat,55,1,0,KombiDoğalgaz,420000
581,PARİTEN DEN VENEZİA DA 1+1 YÜKSEK KAT SATILIK DAİRE, Gaziosmanpaşa, Karadeniz Mahallesi,1+1,4,24,10-20,74,1,0,Merkezi(PayÖlçer),665000
582,EYÜP ALİBEYKÖYDE ANA CADDE ÜSTÜ DUBLEKS İSKANLI, Eyüpsultan, Esentepe Mahallesi,2+1,4,3,3. Kat,120,2,0,KombiDoğalgaz,498000
583,Remax Partnerden PİERLOTİ Yanı Düz Giriş Daire, Eyüpsultan, Merkez Mahallesi,2+1,11-20,6,Giriş,100,1,0,KombiDoğalgaz,420000
584,AVRUPA EMLAK'DAN EMLAK KONUT SİTESİNDE MASRAFSIZ 2+1, Silivri, Selimpaşa Mahallesi,2+1,5-10,5,3. Kat,119,1,0,KombiDoğalgaz,520000
585,HALKALI MERKEZ KAVAKLI MAHALLESİ 2+1 DÜZ GİRİŞ KAT İSKANLI DAİRE, Küçükçekmece, Halkalı Merkez Mahallesi,2+1,5-10,5,Bahçe Katı,95,1,0,KombiDoğalgaz,335000
586,SULTANBEYLİ ADİL MAH SATILIK ÇATI DUBLEX 3+1, Sultanbeyli, Adil Mahallesi,3+1,0,4,Çatı Katı,140,2,0,KombiDoğalgaz,460000
587,SULTANBEYLİ ADİL MAH. SATILIK 2+1 85 M2 ASANSÖRLÜ KÖŞEBAŞI BİNA, Sultanbeyli, Adil Mahallesi,2+1,0,4,2. Kat,85,1,0,KombiDoğalgaz,365000
588,BEŞİKTAŞ ABBASAĞADA 2+1 MANZARALI İÇİ FULL YENİLENMİŞ DAİRE, Beşiktaş, Abbasağa Mahallesi,2+1,20,6,3. Kat,80,1,0,KombiDoğalgaz,660000
589, BEGÜMDEN KOZYATAĞI METRO DURAĞINA YAKIN 2+1 82 NET SATILIK, Kadıköy, Kozyatağı Mahallesi,2+1,0,8,4. Kat,100,1,0,KombiDoğalgaz,1325000
590,Pendik batı mah. Satılık ultra lüks ferah 2+1 daire, Pendik, Batı Mahallesi,2+1,0,6,4. Kat,100,1,0,KombiDoğalgaz,780000
591,AŞKIN EMLAKTAN SİTEDE SATILIK 2+1 80M² DAİRE, Eyüpsultan, Güzeltepe Mahallesi,2+1,5-10,8,6. Kat,90,1,1,KombiDoğalgaz,645000
592,Sahibinden  İDEALTEPEDE 50.YIL PARKINA YAKIN YÜKSEK GİRİŞ SATILIK 2+1 DAİRE, Maltepe, İdealtepe Mahallesi,2+1,0,3,Giriş,80,2,0,KombiDoğalgaz,765000
593,İSKANLI LÜKS DEKORLU YENİ-TEMİZ 2+1 SATILIK DAİRE , Esenyurt, Necip Fazıl Kısakürek Mahallesi,2+1,4,6,1. Kat,110,1,0,KombiDoğalgaz,320000
594,NOFT YAPI'DAN SATILIK 2+1 ARA KAT DAİRE KAÇIRILMAYACAK FIRSAT !!!, Esenyurt, Güzelyurt Mahallesi,2+1,0,6,2. Kat,95,1,0,KombiDoğalgaz,297500
595, BEYLİKDÜZÜ DE  SİTE İÇİ FULL KONSEPT UYGUN FİYATLI DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,2+1,0,15,8. Kat,110,1,0,KombiDoğalgaz,219000
596, BEYLİKDÜZÜ MARİNAYA YAKIN 2+1 BUTİK SİTE İÇİ KULLANIMA HAZIR, Beylikdüzü, Yakuplu Mahallesi,2+1,0,7,4. Kat,110,1,0,KombiDoğalgaz,215000
597,Metrobüse 15dakika mesafede krediye uygun masrafsz arakat daire, Esenyurt, Çınar Mahallesi,2+1,5-10,4,1. Kat,90,1,0,KombiDoğalgaz,262000
598, DORELİFE SİTESİ SATILIK ARKA CEPHE 6.KAT 3+1 DAİRE HALİL GÜLER, Sancaktepe, Emek Mahallesi,3+1,4,8,6. Kat,168,2,0,Merkezi(PayÖlçer),1025000
599, THE İSTANBUL VELİEFEDNİ KONUTLARINDA SATILIK DENİZ MANZARALI 3+1, Zeytinburnu, Sümer Mahallesi,3+1,5-10,14,6. Kat,212,2,1,MerkeziDoğalgaz,3700000
600, beylikdüzü KASDAN adakent merkezde  kelepir satılık daire, Beylikdüzü, Barış Mahallesi,3+1,20,14,10-20,140,1,0,MerkeziDoğalgaz,680000
601,BAKIRKÖY MEYDAN'DA 160m2 3+1 MALİ MÜŞAVİR KİRACILI YATIRIMLIK, Bakırköy, Zeytinlik Mahallesi,3+1,5-10,5,1. Kat,160,2,0,KombiDoğalgaz,2250000
602,MUHTESEM SATILIK VİLLA BAHÇESEHİR KELEBEKLER VADİSİNDE 5+2, Başakşehir, Bahçeşehir 1. Kısım Mahallesi,5+2,5-10,4,Giriş,320,3,0,KombiDoğalgaz,5545000
603,Sahibinden Acil Satılık 2+1 Daire Pazarlık Vardır , Bağcılar, Barbaros Mahallesi,2+1,20,5,1. Kat,80,1,0,KombiDoğalgaz,270000
604,ACİLL SATILIK MASRASFIZ HİSSELİ ARA KAT DAİRE, Bahçelievler, Zafer Mahallesi,2+1,20,5,2. Kat,95,1,0,KombiDoğalgaz,275000
605," ÇELİKTEPE MAH. METROYA 13DK, TADİLATLI, 2+1,90M2, SATILIK DAİRE", Kağıthane, Çeliktepe Mahallesi,2+1,20,4,1. Kat,90,1,0,KombiDoğalgaz,350000
606,ister yatırımlık ister oturumluk krediye uygun satılık daire, Esenyurt, Selahaddin Eyyubi Mahallesi,2+1,5-10,4,Bahçe Katı,95,1,0,KombiDoğalgaz,162000
607, ESENYURT ÜÇEVLER MAHALLESİ'NDE  3+1 GENİŞ AYDINLIK SATILIK DAİRE, Esenyurt, Üçevler Mahallesi,3+1,4,5,Bahçe Katı,140,1,0,KombiDoğalgaz,305000
608, Sahibinden Satılık Kiracılı Daire, Esenyurt, Talatpaşa Mahallesi,2+1,3,5,1. Kat,105,1,0,KatKaloriferi,515000
609,SATILIK 2+1 TAŞDELEN NEVESER KONT KOMŞU , Çekmeköy, Sultançiftliği Mahallesi,2+1,5-10,6,5. Kat,97,2,0,KombiDoğalgaz,515000
610, BEYLİKDÜZÜ YAKUPLU'DA ULAŞIMA YAKIN SIFIR SATILIK DAİRE FIRSATI, Beylikdüzü, Yakuplu Mahallesi,3+1,0,5,1. Kat,135,2,0,KombiDoğalgaz,665000
611,SİLİVRİ KİPTAŞ 1. ETAP KONUTLARINDA DENİZ MANZARALI ŞOK FİYAT, Silivri, Yeni Mahallesi,2+1,5-10,10,6. Kat,75,1,0,KombiDoğalgaz,335000
612,Sahibinden  SAHİBİNDEN UYGUN FİYATLI SIFIR 120m² DAİRE, Küçükçekmece, İnönü Mahallesi,2+1,11-20,5,4. Kat,120,1,0,KombiDoğalgaz,295000
613, 75.Yıl'Da HAKANLAR İNŞAATTAN Satılık 98m2 2+1 2.Kat Daire , Sultangazi, 75. Yıl Mahallesi,2+1,11-20,5,2. Kat,98,1,0,KombiDoğalgaz,475000
614,SATILIK DAIRE 2+1 YENI BINA SIFIR DAIRE 530  BIN 2 KAT ASANSORLU, Eyüpsultan, Çırçır Mahallesi,2+1,2,5,2. Kat,90,1,0,KombiDoğalgaz,530000
615,ŞİŞLİ DE KİRA GETİRİLİ DEPREM SONRASI FIRSAT DAİRE, Şişli, Eskişehir Mahallesi,2+1,11-20,4,2. Kat,113,1,0,KombiDoğalgaz,550000
616, BRN ÇELİK İNŞAAT'TAN 50.YIL MAH SIFIR SATILIK BAHÇE KATI 2+1, Sultangazi, 50. Yıl Mahallesi,2+1,0,5,Bahçe Katı,85,1,0,KombiDoğalgaz,275000
617, BRN ÇELİK İNŞAAT'TAN 50.YIL MAH SATILIK 4 YILLIK BAHÇE KATI 2+1, Sultangazi, 50. Yıl Mahallesi,2+1,4,5,Bahçe Katı,90,1,0,KombiDoğalgaz,280000
618,Sahibinden UĞURMUMCUNUN EN GÜZEL YERİNDE GENİŞ VE KULLANIŞLI DAİRE, Sultangazi, Uğur Mumcu Mahallesi,3+1,4,4,1. Kat,130,1,0,KombiDoğalgaz,870000
619,FIRSAT  SOĞANLIDA 2+1 SIFIR DAİRE GÖRMEDEN KARAR VERMEYİN, Bahçelievler, Soğanlı Mahallesi,2+1,0,4,1. Kat,101,1,0,KombiDoğalgaz,725000
620, Gazi Mah'de HAKANLAR İNŞAATTAN 70 M2 2+1 Satılık Daire, Sultangazi, Gazi Mahallesi,2+1,11-20,5,Giriş,70,1,0,KombiDoğalgaz,220000
621," SULTANGAZİ 50,YIL MH SATILIK LÜX 90 M2 CATI KATI", Sultangazi, 50. Yıl Mahallesi,1+1,20,5,5. Kat,97,1,0,KombiDoğalgaz,254000
622,NAMIK KEMALDE İSKANLI 2+2 KAT DUBLEKSİ, Ümraniye, Namık Kemal Mahallesi,2+2,5-10,5,Çatı Dubleks,120,2,0,KombiDoğalgaz,580000
623,Soğanlı Meydanda Krediye Uygun 3+1 Daire Masrafsız, Bahçelievler, Soğanlı Mahallesi,3+1,20,6,2. Kat,130,2,0,KombiDoğalgaz,575000
624,ASİA'DAN KOZZY AVM YANI KAÇMAZ 3+1, Kadıköy, Kozyatağı Mahallesi,3+1,20,8,2. Kat,125,2,0,Merkezi(PayÖlçer),1250000
625,EYÜP EMNİYETTEPE SATILIK 2+1 DAİRE, Eyüpsultan, Emniyettepe Mahallesi,2+1,5-10,5,4. Kat,100,1,0,KombiDoğalgaz,670000
626,EYÜP EMNİYETTEPEDE SATILIK DUBLEKS DAİRE, Eyüpsultan, Emniyettepe Mahallesi,4+1,5-10,3,3. Kat,165,2,0,KombiDoğalgaz,1000000
627,Sahibinden Acil Satılık 2+1 Daire Pazarlık Vardır , Bağcılar, Barbaros Mahallesi,2+1,20,5,1. Kat,80,1,0,KombiDoğalgaz,270000
628,ACİLL SATILIK MASRASFIZ HİSSELİ ARA KAT DAİRE, Bahçelievler, Zafer Mahallesi,2+1,20,5,2. Kat,95,1,0,KombiDoğalgaz,275000
629," ÇELİKTEPE MAH. METROYA 13DK, TADİLATLI, 2+1,90M2, SATILIK DAİRE", Kağıthane, Çeliktepe Mahallesi,2+1,20,4,1. Kat,90,1,0,KombiDoğalgaz,350000
630,ister yatırımlık ister oturumluk krediye uygun satılık daire, Esenyurt, Selahaddin Eyyubi Mahallesi,2+1,5-10,4,Bahçe Katı,95,1,0,KombiDoğalgaz,162000
631, ESENYURT ÜÇEVLER MAHALLESİ'NDE  3+1 GENİŞ AYDINLIK SATILIK DAİRE, Esenyurt, Üçevler Mahallesi,3+1,4,5,Bahçe Katı,140,1,0,KombiDoğalgaz,305000
632, Sahibinden Satılık Kiracılı Daire, Esenyurt, Talatpaşa Mahallesi,2+1,3,5,1. Kat,105,1,0,KatKaloriferi,515000
633,SATILIK 2+1 TAŞDELEN NEVESER KONT KOMŞU , Çekmeköy, Sultançiftliği Mahallesi,2+1,5-10,6,5. Kat,97,2,0,KombiDoğalgaz,515000
634, BEYLİKDÜZÜ YAKUPLU'DA ULAŞIMA YAKIN SIFIR SATILIK DAİRE FIRSATI, Beylikdüzü, Yakuplu Mahallesi,3+1,0,5,1. Kat,135,2,0,KombiDoğalgaz,665000
635,SİLİVRİ KİPTAŞ 1. ETAP KONUTLARINDA DENİZ MANZARALI ŞOK FİYAT, Silivri, Yeni Mahallesi,2+1,5-10,10,6. Kat,75,1,0,KombiDoğalgaz,335000
636,Sahibinden  SAHİBİNDEN UYGUN FİYATLI SIFIR 120m² DAİRE, Küçükçekmece, İnönü Mahallesi,2+1,11-20,5,4. Kat,120,1,0,KombiDoğalgaz,295000
637, 75.Yıl'Da HAKANLAR İNŞAATTAN Satılık 98m2 2+1 2.Kat Daire , Sultangazi, 75. Yıl Mahallesi,2+1,11-20,5,2. Kat,98,1,0,KombiDoğalgaz,475000
638,SATILIK DAIRE 2+1 YENI BINA SIFIR DAIRE 530  BIN 2 KAT ASANSORLU, Eyüpsultan, Çırçır Mahallesi,2+1,2,5,2. Kat,90,1,0,KombiDoğalgaz,530000
639,ŞİŞLİ DE KİRA GETİRİLİ DEPREM SONRASI FIRSAT DAİRE, Şişli, Eskişehir Mahallesi,2+1,11-20,4,2. Kat,113,1,0,KombiDoğalgaz,550000
640, BRN ÇELİK İNŞAAT'TAN 50.YIL MAH SIFIR SATILIK BAHÇE KATI 2+1, Sultangazi, 50. Yıl Mahallesi,2+1,0,5,Bahçe Katı,85,1,0,KombiDoğalgaz,275000
641, BRN ÇELİK İNŞAAT'TAN 50.YIL MAH SATILIK 4 YILLIK BAHÇE KATI 2+1, Sultangazi, 50. Yıl Mahallesi,2+1,4,5,Bahçe Katı,90,1,0,KombiDoğalgaz,280000
642,Sahibinden UĞURMUMCUNUN EN GÜZEL YERİNDE GENİŞ VE KULLANIŞLI DAİRE, Sultangazi, Uğur Mumcu Mahallesi,3+1,4,4,1. Kat,130,1,0,KombiDoğalgaz,870000
643,FIRSAT  SOĞANLIDA 2+1 SIFIR DAİRE GÖRMEDEN KARAR VERMEYİN, Bahçelievler, Soğanlı Mahallesi,2+1,0,4,1. Kat,101,1,0,KombiDoğalgaz,725000
644, Gazi Mah'de HAKANLAR İNŞAATTAN 70 M2 2+1 Satılık Daire, Sultangazi, Gazi Mahallesi,2+1,11-20,5,Giriş,70,1,0,KombiDoğalgaz,220000
645," SULTANGAZİ 50,YIL MH SATILIK LÜX 90 M2 CATI KATI", Sultangazi, 50. Yıl Mahallesi,1+1,20,5,5. Kat,97,1,0,KombiDoğalgaz,254000
646,NAMIK KEMALDE İSKANLI 2+2 KAT DUBLEKSİ, Ümraniye, Namık Kemal Mahallesi,2+2,5-10,5,Çatı Dubleks,120,2,0,KombiDoğalgaz,580000
647,Soğanlı Meydanda Krediye Uygun 3+1 Daire Masrafsız, Bahçelievler, Soğanlı Mahallesi,3+1,20,6,2. Kat,130,2,0,KombiDoğalgaz,575000
648,ASİA'DAN KOZZY AVM YANI KAÇMAZ 3+1, Kadıköy, Kozyatağı Mahallesi,3+1,20,8,2. Kat,125,2,0,Merkezi(PayÖlçer),1250000
649,EYÜP EMNİYETTEPE SATILIK 2+1 DAİRE, Eyüpsultan, Emniyettepe Mahallesi,2+1,5-10,5,4. Kat,100,1,0,KombiDoğalgaz,670000
650,EYÜP EMNİYETTEPEDE SATILIK DUBLEKS DAİRE, Eyüpsultan, Emniyettepe Mahallesi,4+1,5-10,3,3. Kat,165,2,0,KombiDoğalgaz,1000000
651,AŞKIN EMLAKTAN NURTEPEDE 3+1 DUBLEX, Kağıthane, Nurtepe Mahallesi,3+1,0,5,5. Kat,110,2,0,KombiDoğalgaz,750000
652,AVRUPA EMLAK'DAN SATILIK MANZARALI 3+1 DAİRE, Silivri, Selimpaşa Mahallesi,3+1,5-10,5,4. Kat,162,2,0,KombiDoğalgaz,750000
653, ÜNALAN MERKEZDE 1+1 SIFIR SATILIK DAİRE, Üsküdar, Ünalan Mahallesi,1+1,0,3,Bahçe Katı,65,1,0,KombiDoğalgaz,290000
654,söğütlüçeşmede satılık 3+1 bahçe katı, Küçükçekmece, Söğütlü Çeşme Mahallesi,3+1,5-10,4,Bahçe Katı,95,1,0,KombiDoğalgaz,240000
655,Sahibinden  SAHİBİNDEN SATILIK GİRİŞ 2+1 85m² BAHÇE KATI - YUNUSEMRE MAH., Sultangazi, Yunus Emre Mahallesi,2+1,5-10,5,Bahçe Katı,90,1,0,KombiDoğalgaz,295000
656," BAHÇELİEVLER CUMHURİYET MAH 2+1-1,KAT DAİRE", Bahçelievler, Cumhuriyet Mahallesi,2+1,5-10,2,1. Kat,90,1,0,KombiDoğalgaz,549000
657,Secret HOUSE'DAN Kelepir bahçe katı, Bakırköy, Şenlikköy Mahallesi,2+1,20,3,Bahçe Katı,110,1,0,KombiDoğalgaz,1475000
658,AŞKIN EMLAKTAN 2+1 80M² DAİRE, Eyüpsultan, Güzeltepe Mahallesi,2+1,5-10,5,1. Kat,90,1,0,KombiDoğalgaz,490000
